opportunity_id,customer_id,product_id,account_manager_id,stage_id,contract_type_id,opportunity_type,expected_value,probability_percent,renewal_date,created_date
9087,1110,4,13,1,3,Expansion,142940,27,2026-01-11,2025-09-20
9088,51,3,2,4,1,Renewal,23950,82,2025-08-31,2025-06-06
9089,236,1,30,2,1,New,198253,12,2025-05-15,2025-02-24
9090,1520,1,26,1,1,Expansion,46356,59,2025-08-05,2025-05-04
9091,1103,5,14,5,2,Expansion,165189,62,2025-12-21,2025-08-07
9092,829,4,7,3,3,Expansion,144252,25,2025-10-01,2025-07-02
9093,1645,1,6,2,1,Expansion,167218,11,2025-07-29,2025-05-11
9094,1869,4,2,3,2,Renewal,159721,17,2025-08-16,2025-05-18
9095,1616,3,23,3,2,Renewal,199892,94,2025-10-18,2025-07-14
9096,282,1,23,1,1,Renewal,117546,66,2025-02-18,2025-01-08
9097,428,1,8,2,2,New,213008,90,2025-06-11,2025-02-15
9098,1295,5,15,1,1,Renewal,77439,12,2025-09-14,2025-06-06
9099,536,4,8,5,3,Expansion,156632,84,2025-05-24,2025-03-19
9100,633,1,3,3,3,New,77303,90,2026-03-01,2025-09-06
9101,1427,3,21,4,3,Renewal,67496,51,2025-11-01,2025-09-17
9102,1945,3,4,4,1,Renewal,37414,75,2025-08-13,2025-03-23
9103,79,1,14,5,1,Expansion,36897,52,2025-05-14,2025-04-08
9104,1866,1,11,1,3,Expansion,119205,71,2025-11-01,2025-05-27
9105,1929,1,25,4,3,New,229914,78,2025-12-01,2025-10-18
9106,1386,2,30,1,1,Renewal,241161,85,2025-10-01,2025-05-01
9107,1593,5,4,2,3,Renewal,10316,22,2025-05-02,2025-03-11
9108,48,5,19,3,2,Expansion,164334,51,2025-10-11,2025-08-25
9109,134,2,9,1,1,New,58364,86,2025-06-04,2025-01-14
9110,1841,4,19,1,3,New,152446,52,2025-09-02,2025-04-19
9111,117,4,16,1,2,New,113839,85,2025-12-13,2025-07-13
9112,380,3,23,5,3,Renewal,42208,26,2025-10-27,2025-09-01
9113,986,2,26,2,2,Expansion,151283,93,2025-11-20,2025-06-17
9114,1568,1,2,3,3,Renewal,43749,74,2025-07-14,2025-05-29
9115,1669,5,26,4,1,New,29309,74,2025-11-04,2025-07-02
9116,1357,3,14,4,2,Expansion,194565,72,2026-02-23,2025-10-04
9117,1353,1,11,3,1,Expansion,248653,20,2025-12-10,2025-08-05
9118,1836,1,3,3,1,Renewal,85641,12,2025-08-18,2025-06-12
9119,285,4,27,5,3,Expansion,117886,94,2026-03-16,2025-10-27
9120,1938,4,14,5,2,Renewal,171330,83,2025-02-18,2025-01-06
9121,1143,2,17,1,2,New,225419,11,2025-07-12,2025-05-14
9122,1016,5,28,4,2,Renewal,185744,15,2025-11-19,2025-05-29
9123,88,2,18,2,2,New,34890,10,2025-06-19,2025-05-03
9124,149,3,12,4,3,Expansion,236141,71,2025-03-16,2025-01-28
9125,456,1,30,4,3,New,90142,88,2025-06-19,2025-01-11
9126,1537,3,12,4,1,New,189268,89,2025-08-26,2025-05-29
9127,51,1,7,1,1,Expansion,216878,26,2025-10-03,2025-04-11
9128,512,3,9,1,1,New,107931,67,2025-05-11,2025-02-11
9129,1567,5,9,3,2,New,52028,90,2026-02-15,2025-08-28
9130,268,1,20,4,3,Renewal,196565,50,2025-12-01,2025-09-03
9131,1873,1,11,3,3,New,109630,16,2025-12-04,2025-07-17
9132,917,4,14,3,2,Renewal,33634,28,2025-08-11,2025-05-20
9133,1497,4,21,5,1,Expansion,78806,77,2025-09-30,2025-06-17
9134,934,3,4,3,2,Renewal,166266,76,2025-02-27,2025-01-22
9135,1725,5,8,2,2,Renewal,178117,84,2025-11-28,2025-08-30
9136,108,4,30,2,3,Expansion,246190,17,2025-06-28,2025-02-06
9137,1065,2,27,1,3,Renewal,20724,88,2025-09-05,2025-06-22
9138,1135,2,29,2,1,New,149856,52,2026-01-01,2025-07-12
9139,1830,3,11,1,1,Renewal,121874,19,2025-06-06,2025-01-29
9140,188,3,21,1,1,Renewal,145053,29,2025-06-09,2025-03-29
9141,315,5,25,2,2,New,210088,53,2026-03-08,2025-09-19
9142,1673,3,24,5,3,New,111336,16,2025-08-26,2025-06-19
9143,1480,3,18,5,1,Expansion,242765,50,2025-07-21,2025-03-16
9144,956,5,3,2,3,Expansion,141345,57,2025-06-16,2025-02-16
9145,822,5,10,1,3,Expansion,88279,75,2025-10-15,2025-08-27
9146,1088,2,20,5,1,Renewal,176433,69,2025-11-01,2025-10-01
9147,1823,4,14,1,2,Expansion,76629,55,2025-10-25,2025-09-23
9148,1947,4,4,5,2,Renewal,23792,13,2025-05-07,2025-02-11
9149,643,1,5,2,1,Renewal,26624,63,2025-08-14,2025-04-14
9150,807,5,4,2,2,Expansion,91167,92,2025-11-01,2025-08-17
9151,1659,3,19,5,2,New,110113,79,2025-08-02,2025-05-19
9152,1472,2,5,5,3,Renewal,148839,50,2025-08-07,2025-04-17
9153,1676,1,9,2,1,New,34817,91,2026-01-24,2025-10-22
9154,811,4,30,2,2,Renewal,60542,29,2025-08-12,2025-06-16
9155,488,1,2,3,3,Renewal,68723,12,2025-11-11,2025-10-05
9156,657,2,3,1,1,Renewal,54740,51,2025-05-09,2025-01-24
9157,762,3,23,4,2,New,166559,21,2025-10-23,2025-08-27
9158,707,5,11,1,3,Expansion,143048,45,2026-01-25,2025-07-31
9159,212,4,5,5,2,New,134003,20,2025-08-07,2025-03-15
9160,1249,5,5,4,1,Expansion,216782,48,2025-07-31,2025-02-13
9161,997,5,27,2,1,Renewal,71317,37,2025-06-16,2025-01-29
9162,708,5,30,4,2,New,28207,40,2025-10-27,2025-07-02
9163,1447,2,1,2,1,Expansion,230219,66,2025-10-05,2025-08-11
9164,1004,4,22,1,1,Expansion,32900,32,2025-11-11,2025-10-01
9165,706,3,23,1,2,Expansion,57653,93,2025-11-04,2025-05-19
9166,1458,5,18,2,1,Expansion,194650,24,2025-08-10,2025-02-17
9167,1172,4,18,2,2,Expansion,89251,14,2025-09-11,2025-07-08
9168,664,4,26,3,1,Renewal,204431,59,2025-05-10,2025-01-13
9169,630,2,30,2,3,Expansion,12831,16,2026-03-08,2025-09-19
9170,690,1,26,5,1,Renewal,97582,73,2025-09-06,2025-04-02
9171,7,4,23,2,3,New,118266,31,2025-09-03,2025-03-20
9172,1773,2,11,1,2,New,74044,75,2025-11-08,2025-07-20
9173,192,2,7,3,3,New,79663,76,2025-07-24,2025-05-16
9174,1171,3,3,5,2,New,87465,45,2025-10-18,2025-08-09
9175,549,2,10,3,3,New,140947,91,2026-03-25,2025-10-27
9176,918,2,25,1,1,New,246558,95,2025-05-16,2025-03-25
9177,1317,5,2,5,3,New,209869,30,2025-10-09,2025-04-24
9178,938,3,7,5,2,Expansion,210795,92,2025-11-05,2025-08-23
9179,93,2,30,2,1,Renewal,182711,65,2025-08-21,2025-06-21
9180,1803,3,14,4,1,New,204051,34,2025-12-17,2025-08-13
9181,100,4,5,4,2,Expansion,182794,81,2026-01-20,2025-09-06
9182,676,5,16,2,1,Expansion,86228,63,2025-05-18,2025-01-14
9183,976,1,12,1,1,Renewal,191548,21,2025-04-24,2025-02-18
9184,22,3,17,2,2,New,196762,76,2025-07-20,2025-03-28
9185,940,1,21,2,2,Renewal,180438,55,2025-09-14,2025-07-09
9186,1811,4,30,3,2,New,158795,40,2025-09-11,2025-05-27
9187,366,2,6,5,1,New,126759,31,2025-04-29,2025-02-08
9188,380,4,7,2,1,Expansion,215115,13,2025-09-19,2025-06-04
9189,591,1,21,1,1,Renewal,81670,55,2025-08-05,2025-04-21
9190,562,4,27,2,1,New,141070,87,2025-08-15,2025-03-10
9191,1011,2,16,2,2,Renewal,212692,41,2025-07-18,2025-04-12
9192,918,2,22,1,2,New,236350,78,2025-08-26,2025-05-15
9193,1953,4,13,2,3,Expansion,154860,29,2025-10-24,2025-06-22
9194,1238,3,26,5,2,Expansion,156506,30,2026-01-09,2025-09-12
9195,793,3,12,5,3,New,139066,65,2026-01-25,2025-10-23
9196,1977,2,30,1,1,Renewal,142759,66,2025-04-01,2025-02-17
9197,301,2,11,5,3,New,38720,60,2026-01-08,2025-10-16
9198,1035,2,22,3,3,Expansion,233505,45,2025-10-28,2025-07-17
9199,660,4,29,4,3,New,184075,52,2025-12-08,2025-07-25
9200,377,1,16,4,3,New,47112,45,2025-07-30,2025-06-10
9201,1496,1,19,4,1,Renewal,233381,28,2025-11-19,2025-08-24
9202,1448,5,27,3,2,New,221107,86,2025-09-22,2025-06-08
9203,1574,5,10,3,1,Expansion,124228,51,2025-11-16,2025-05-22
9204,655,2,15,1,2,New,133542,54,2025-09-02,2025-05-20
9205,677,5,15,3,2,New,166329,25,2025-07-27,2025-06-24
9206,289,2,24,5,2,Expansion,27627,79,2025-12-30,2025-07-10
9207,899,4,17,1,1,Expansion,109621,50,2025-07-31,2025-06-30
9208,1070,5,4,3,3,Expansion,26129,77,2025-12-30,2025-08-14
9209,1156,1,26,3,2,Renewal,83059,80,2025-03-02,2025-01-16
9210,1496,5,22,4,3,Renewal,21499,77,2025-03-17,2025-01-07
9211,1678,4,24,5,1,Expansion,52177,42,2025-11-23,2025-10-21
9212,1630,5,25,2,2,Expansion,44428,73,2025-10-10,2025-05-18
9213,606,4,11,2,1,New,142172,18,2025-11-02,2025-07-09
9214,648,4,6,3,3,Expansion,171532,39,2025-11-12,2025-09-08
9215,1232,3,26,2,1,Renewal,81425,36,2025-03-13,2025-01-18
9216,118,3,5,4,1,Expansion,206227,73,2025-12-08,2025-07-09
9217,1513,2,19,5,2,Expansion,112361,90,2026-01-23,2025-09-23
9218,1655,3,15,4,1,Renewal,107253,12,2025-11-11,2025-06-14
9219,1221,5,16,3,3,Expansion,61588,89,2025-09-16,2025-03-25
9220,170,5,17,1,3,Expansion,76588,15,2025-10-05,2025-06-26
9221,1724,3,14,3,1,New,162163,20,2026-03-29,2025-10-01
9222,740,5,2,3,3,Renewal,245673,35,2025-06-18,2025-01-26
9223,1667,5,5,1,2,New,75812,27,2025-08-29,2025-07-24
9224,1539,3,9,2,3,Expansion,41623,21,2025-12-02,2025-09-05
9225,577,5,13,2,3,Expansion,128131,43,2025-09-20,2025-05-08
9226,1936,3,18,3,1,Expansion,126064,12,2025-05-06,2025-02-04
9227,620,2,26,2,1,Renewal,95017,50,2025-04-23,2025-01-13
9228,1427,1,12,4,3,New,195755,24,2025-06-16,2025-01-27
9229,67,5,29,1,1,Renewal,10776,24,2025-04-06,2025-02-22
9230,181,2,12,5,3,Expansion,248120,62,2025-05-07,2025-01-23
9231,1342,4,1,2,3,Expansion,52351,50,2025-04-05,2025-01-23
9232,64,1,4,5,3,Renewal,141592,51,2025-09-01,2025-06-22
9233,175,4,5,5,3,Expansion,45628,72,2025-03-24,2025-01-21
9234,772,1,5,3,3,Renewal,43325,66,2026-03-29,2025-10-25
9235,1903,1,9,1,1,New,128237,24,2025-12-23,2025-09-30
9236,1624,1,1,1,3,New,185454,44,2026-02-22,2025-10-26
9237,701,3,2,1,3,Expansion,203161,37,2025-09-02,2025-07-06
9238,1496,5,17,5,1,Renewal,82686,50,2026-01-16,2025-09-10
9239,1156,3,15,5,3,Expansion,164913,68,2025-07-27,2025-03-21
9240,1540,5,21,1,1,Expansion,116235,93,2025-06-25,2025-02-10
9241,1366,3,13,4,2,Renewal,185755,90,2025-07-07,2025-04-21
9242,882,2,22,1,3,Expansion,152313,27,2026-01-19,2025-08-14
9243,1764,4,13,5,3,Expansion,226603,29,2025-10-01,2025-05-30
9244,1308,3,17,3,1,New,113265,65,2025-08-21,2025-04-04
9245,704,4,26,3,2,New,191476,75,2025-09-22,2025-05-31
9246,614,1,27,3,2,New,215896,24,2026-01-14,2025-07-31
9247,1583,2,4,3,1,New,39956,95,2025-11-03,2025-06-07
9248,1344,2,26,5,1,New,236953,34,2025-08-14,2025-03-22
9249,1899,3,11,3,2,New,12234,31,2025-12-20,2025-09-06
9250,1856,2,9,2,1,New,11560,52,2025-12-07,2025-09-28
9251,1473,4,20,1,3,Expansion,78376,93,2025-07-24,2025-03-18
9252,894,1,22,2,2,Renewal,180229,69,2025-10-19,2025-08-01
9253,1281,5,12,2,3,New,95295,28,2025-11-19,2025-06-11
9254,426,1,30,2,1,Expansion,38838,39,2025-08-28,2025-03-28
9255,1239,4,17,3,2,Expansion,212091,82,2025-11-16,2025-07-27
9256,322,1,24,1,2,New,138500,80,2025-02-10,2025-01-09
9257,1026,1,28,1,2,New,157699,37,2025-04-13,2025-01-11
9258,774,3,26,1,2,Expansion,140918,95,2025-03-25,2025-01-12
9259,170,3,19,2,3,Expansion,208711,89,2025-06-27,2025-01-29
9260,1834,2,9,1,1,Renewal,15155,69,2025-10-27,2025-08-24
9261,1386,1,5,1,1,New,163358,79,2025-12-19,2025-06-23
9262,116,4,23,1,3,Expansion,81413,35,2025-11-24,2025-09-18
9263,186,2,12,2,3,Expansion,214721,44,2025-04-17,2025-02-16
9264,1714,4,5,4,2,New,55606,87,2025-07-08,2025-04-10
9265,953,3,14,1,1,Renewal,123210,35,2025-04-29,2025-03-01
9266,1213,4,21,5,2,Expansion,174382,56,2025-07-24,2025-06-05
9267,1905,4,18,1,3,Renewal,155316,53,2025-11-28,2025-06-25
9268,484,3,4,4,1,Renewal,107792,38,2025-07-15,2025-02-26
9269,59,2,23,2,2,Expansion,70924,83,2025-06-04,2025-04-22
9270,548,3,23,4,2,New,35433,26,2026-02-28,2025-10-12
9271,1501,2,16,4,3,New,208187,13,2025-09-25,2025-06-21
9272,654,2,3,4,3,Renewal,16162,26,2026-02-05,2025-09-10
9273,354,1,27,4,3,Expansion,144858,81,2025-11-17,2025-09-09
9274,1595,4,17,2,2,New,99196,11,2025-04-17,2025-01-25
9275,1521,2,30,2,2,Renewal,238187,46,2025-12-18,2025-09-20
9276,863,2,11,2,3,New,108560,72,2025-08-16,2025-02-27
9277,1969,2,25,2,3,New,96029,35,2025-03-11,2025-01-03
9278,700,3,19,3,1,Renewal,50930,37,2025-06-26,2025-04-30
9279,1224,1,2,3,3,Expansion,34459,79,2025-07-31,2025-06-21
9280,992,5,16,2,1,Expansion,143198,22,2025-07-17,2025-01-26
9281,229,5,23,5,2,New,12166,76,2026-02-06,2025-10-14
9282,86,1,8,5,3,Expansion,228960,90,2025-04-17,2025-02-21
9283,454,2,29,1,1,New,114674,12,2026-02-24,2025-10-16
9284,392,2,16,3,3,Expansion,115013,19,2025-08-07,2025-03-28
9285,1687,1,15,2,3,Expansion,141680,17,2025-11-30,2025-08-29
9286,588,3,26,4,3,New,109003,87,2025-06-29,2025-01-02
9287,99,2,7,1,3,Expansion,209999,40,2026-02-09,2025-08-15
9288,1701,5,30,1,2,Renewal,80272,61,2025-02-02,2025-01-02
9289,1178,1,29,5,2,Expansion,163689,31,2025-08-13,2025-04-21
9290,1418,2,2,2,2,Expansion,238352,36,2025-05-17,2025-01-28
9291,1544,5,16,5,1,Renewal,96032,51,2025-03-22,2025-01-24
9292,1892,3,8,1,1,New,37366,18,2026-01-09,2025-08-08
9293,1616,3,29,1,1,Renewal,189828,19,2025-06-30,2025-01-30
9294,503,3,7,3,3,Renewal,86941,31,2025-09-23,2025-05-07
9295,1371,2,30,4,2,New,107656,78,2025-07-09,2025-05-16
9296,1302,5,6,4,2,Renewal,58111,49,2025-12-07,2025-10-18
9297,1600,5,11,5,2,Renewal,40005,74,2025-10-11,2025-05-31
9298,1341,5,11,3,3,New,125387,38,2026-04-03,2025-10-10
9299,1329,1,3,4,1,New,56804,70,2025-06-28,2025-03-14
9300,775,2,30,5,1,New,27308,51,2025-06-04,2025-01-11
9301,861,5,19,2,1,New,47994,25,2025-11-04,2025-09-07
9302,572,4,30,4,2,Renewal,64884,14,2025-06-06,2025-02-16
9303,117,3,12,4,3,Expansion,19567,23,2025-08-21,2025-05-21
9304,1774,1,5,4,3,Expansion,112579,67,2025-12-20,2025-10-20
9305,1048,2,9,3,1,New,83534,28,2025-12-26,2025-09-30
9306,519,2,1,1,3,Expansion,96699,44,2025-03-22,2025-02-11
9307,1642,3,5,5,2,Renewal,168741,62,2026-01-08,2025-08-31
9308,286,4,8,2,3,Renewal,64903,25,2025-06-23,2025-04-14
9309,852,2,3,2,3,New,131999,45,2025-06-01,2025-02-12
9310,1454,3,12,1,2,New,185313,26,2026-01-24,2025-08-28
9311,1256,1,13,1,3,Expansion,209822,63,2025-08-02,2025-04-23
9312,1697,4,3,4,2,Expansion,113807,42,2026-03-02,2025-10-08
9313,1463,5,6,1,2,Expansion,231352,94,2026-02-19,2025-10-28
9314,1450,2,2,4,2,Renewal,133846,12,2025-09-22,2025-05-17
9315,1091,2,29,4,1,New,245556,50,2025-06-02,2025-04-18
9316,997,4,7,1,2,Renewal,82835,74,2025-07-07,2025-02-23
9317,518,2,4,2,1,New,202945,79,2025-08-28,2025-04-03
9318,716,5,28,4,2,New,68391,47,2026-01-01,2025-09-12
9319,1322,1,16,5,2,Renewal,192667,20,2025-11-08,2025-08-06
9320,1821,3,24,4,1,Renewal,229870,87,2025-06-19,2025-02-25
9321,1494,3,9,1,2,Expansion,129074,88,2025-10-07,2025-08-08
9322,535,2,18,2,1,New,82085,27,2025-12-20,2025-10-08
9323,1271,4,17,5,2,New,42796,29,2025-08-29,2025-05-08
9324,1752,3,24,2,1,Renewal,41271,38,2025-09-09,2025-03-21
9325,1890,5,16,5,3,Renewal,246298,73,2025-07-03,2025-04-22
9326,1164,5,21,5,2,Expansion,23553,88,2026-01-23,2025-10-23
9327,577,4,12,5,2,Renewal,172462,74,2025-08-21,2025-05-06
9328,489,2,24,5,1,Expansion,211716,22,2025-06-14,2025-05-12
9329,579,3,3,4,2,New,165153,12,2025-07-30,2025-02-25
9330,711,3,27,5,3,Renewal,78651,82,2025-07-26,2025-06-13
9331,512,4,5,2,2,Expansion,185816,11,2025-12-29,2025-08-15
9332,333,4,8,4,2,Expansion,194169,12,2025-12-20,2025-07-15
9333,1758,3,19,4,2,Renewal,118419,56,2025-04-28,2025-03-12
9334,1774,4,29,2,2,Expansion,150975,88,2025-10-24,2025-06-19
9335,806,3,9,4,2,Expansion,66317,86,2026-03-12,2025-09-19
9336,961,5,7,1,3,Renewal,125687,10,2025-04-12,2025-01-01
9337,839,4,2,3,3,New,52946,27,2025-09-24,2025-07-30
9338,1657,3,16,1,1,New,240679,12,2025-08-29,2025-06-19
9339,809,3,23,1,3,Expansion,157695,18,2025-07-05,2025-02-10
9340,1819,1,13,4,3,Expansion,69942,50,2025-11-08,2025-06-01
9341,219,1,28,2,3,Expansion,32883,25,2025-06-22,2025-05-16
9342,177,3,11,5,1,New,115123,72,2025-09-20,2025-04-10
9343,476,5,23,5,2,Renewal,10499,47,2025-12-10,2025-09-22
9344,835,2,6,4,2,Expansion,22375,37,2025-09-12,2025-07-27
9345,452,2,17,5,3,Renewal,201263,73,2025-08-28,2025-06-24
9346,960,4,28,5,2,Renewal,101146,94,2025-08-14,2025-04-03
9347,512,4,30,5,3,New,140261,85,2026-01-03,2025-09-09
9348,689,3,5,1,2,Expansion,33684,87,2025-07-16,2025-03-02
9349,547,5,28,3,3,Renewal,155955,31,2025-10-06,2025-07-13
9350,1420,5,10,3,3,Renewal,21110,51,2025-09-14,2025-04-19
9351,1609,3,19,5,1,New,82231,87,2025-08-21,2025-06-22
9352,1456,3,4,1,1,Expansion,11786,80,2026-02-26,2025-10-01
9353,344,4,19,1,2,New,243518,89,2025-10-30,2025-06-07
9354,411,4,7,5,1,Expansion,238071,58,2025-11-30,2025-07-15
9355,766,5,17,1,3,New,148923,35,2025-09-30,2025-08-30
9356,1187,3,16,2,3,Expansion,38522,33,2025-09-27,2025-06-18
9357,1015,1,16,3,1,Renewal,87229,82,2026-01-26,2025-09-11
9358,635,1,2,2,3,Renewal,116289,72,2025-07-02,2025-05-09
9359,1625,1,30,4,1,Renewal,209471,21,2026-04-07,2025-10-26
9360,93,3,29,4,3,Renewal,156958,27,2025-10-23,2025-06-23
9361,1407,4,4,2,3,Expansion,174859,31,2025-07-14,2025-06-02
9362,305,5,26,4,3,New,207857,26,2025-11-27,2025-08-15
9363,775,3,16,1,3,Renewal,147896,67,2025-04-23,2025-01-18
9364,1173,1,21,4,3,New,16129,71,2025-05-12,2025-04-08
9365,982,3,21,5,2,Expansion,163927,42,2025-06-13,2025-04-08
9366,22,3,2,1,1,Renewal,214173,86,2025-08-10,2025-05-17
9367,689,5,14,1,2,Expansion,98425,45,2025-10-01,2025-06-26
9368,1399,2,6,2,1,Expansion,235455,65,2025-05-21,2025-01-05
9369,1214,3,7,3,2,Expansion,45097,84,2026-02-01,2025-08-07
9370,1356,2,6,1,2,Expansion,44044,83,2026-02-23,2025-10-24
9371,1781,4,3,4,3,Renewal,19221,75,2026-01-25,2025-09-26
9372,1113,1,18,5,1,Renewal,123284,44,2025-07-07,2025-01-08
9373,173,2,12,3,2,New,46414,48,2025-10-27,2025-08-06
9374,69,2,10,3,3,Expansion,191697,46,2025-07-02,2025-01-03
9375,1512,3,7,1,3,Renewal,159555,47,2025-09-25,2025-05-07
9376,861,3,16,1,2,Expansion,91159,70,2025-08-16,2025-02-19
9377,818,1,8,1,2,Renewal,166298,56,2025-10-17,2025-09-04
9378,254,2,1,5,1,Expansion,240484,29,2026-02-17,2025-09-18
9379,656,2,16,2,3,Expansion,79966,49,2025-06-01,2025-01-16
9380,692,2,29,3,3,New,29220,73,2025-07-10,2025-02-11
9381,1774,1,18,5,1,Renewal,47483,19,2025-07-06,2025-05-07
9382,298,2,13,1,1,New,42949,92,2025-11-14,2025-10-06
9383,94,1,20,3,3,Expansion,240486,48,2025-06-15,2025-01-03
9384,1416,4,9,5,2,Renewal,18010,37,2025-07-19,2025-04-15
9385,909,1,12,4,2,Renewal,62830,60,2025-07-14,2025-05-17
9386,124,2,6,4,3,Expansion,101306,64,2025-05-01,2025-03-31
9387,557,5,27,3,3,New,177981,60,2025-08-01,2025-02-10
9388,305,5,17,2,1,New,157595,74,2026-01-16,2025-10-04
9389,974,4,28,2,1,Expansion,29295,75,2025-06-01,2025-04-15
9390,1991,3,29,1,3,Expansion,136224,50,2025-06-11,2025-05-04
9391,1316,4,6,1,2,Expansion,141146,61,2025-11-27,2025-10-03
9392,305,1,25,3,1,New,42768,86,2025-07-05,2025-03-13
9393,1976,4,28,5,3,Renewal,179058,40,2025-05-18,2025-04-02
9394,1439,3,12,4,3,New,156369,92,2025-10-29,2025-08-05
9395,634,4,18,4,1,New,82354,20,2025-06-22,2025-02-19
9396,859,4,19,3,2,Expansion,62213,88,2025-05-01,2025-03-11
9397,203,1,22,2,2,Expansion,228033,60,2025-10-19,2025-05-09
9398,1139,1,15,5,3,New,167189,89,2025-07-02,2025-01-26
9399,1627,4,16,2,1,New,161454,81,2025-07-13,2025-05-02
9400,370,5,5,1,3,New,11666,27,2025-06-29,2025-03-02
9401,402,3,22,5,2,Expansion,239669,25,2025-10-19,2025-08-23
9402,484,2,29,2,2,Expansion,127347,21,2026-01-05,2025-08-13
9403,191,5,12,1,2,New,90276,23,2026-01-25,2025-08-21
9404,268,1,7,4,1,Expansion,241923,71,2025-06-13,2025-03-01
9405,1451,5,15,1,1,Renewal,128600,77,2025-08-25,2025-05-16
9406,971,4,22,4,2,New,187502,37,2025-06-12,2025-03-02
9407,1440,2,22,1,3,New,169865,32,2025-07-04,2025-04-18
9408,1498,2,19,3,3,New,139033,95,2025-11-09,2025-10-01
9409,102,3,1,4,2,New,40163,56,2025-11-22,2025-07-12
9410,788,5,23,3,2,New,145624,77,2025-03-19,2025-02-01
9411,1186,5,28,5,2,Expansion,213353,36,2025-10-28,2025-05-15
9412,381,5,2,3,2,New,12801,56,2025-12-03,2025-09-10
9413,1513,4,21,4,1,Expansion,25362,55,2025-10-08,2025-08-01
9414,731,5,15,2,1,Expansion,234158,36,2025-10-08,2025-09-02
9415,1596,1,9,3,1,Renewal,184069,93,2026-03-13,2025-10-02
9416,1995,3,27,5,1,Expansion,34479,64,2025-04-17,2025-01-04
9417,795,1,20,1,1,New,63521,11,2026-02-06,2025-09-11
9418,1795,4,24,2,3,New,48506,74,2025-12-19,2025-08-22
9419,1897,3,12,2,3,Renewal,221257,28,2025-12-03,2025-09-29
9420,1849,5,12,5,1,Expansion,46579,51,2026-01-04,2025-08-24
9421,1193,5,12,5,3,Renewal,60415,87,2025-11-10,2025-09-02
9422,210,1,18,5,2,New,124665,48,2025-07-12,2025-02-14
9423,1119,5,11,3,1,New,150015,82,2025-10-29,2025-07-08
9424,1225,3,12,2,2,Expansion,100779,31,2025-09-28,2025-04-17
9425,749,2,4,3,2,New,237907,25,2025-03-31,2025-02-09
9426,1992,3,12,5,3,New,131211,82,2025-08-09,2025-05-24
9427,1873,2,26,3,1,Renewal,74462,28,2025-08-16,2025-06-06
9428,1416,2,17,5,3,Renewal,151154,87,2025-08-23,2025-04-19
9429,236,5,12,4,2,New,197903,45,2025-11-13,2025-07-02
9430,463,3,13,4,1,Expansion,172872,73,2025-10-03,2025-04-09
9431,1276,4,26,3,1,New,135452,60,2025-11-19,2025-06-23
9432,991,4,20,3,3,New,35258,32,2025-02-13,2025-01-02
9433,267,3,29,5,3,New,109746,58,2025-09-10,2025-04-10
9434,362,1,14,5,3,New,145903,70,2025-07-08,2025-01-15
9435,1854,2,29,4,2,New,193425,69,2025-07-27,2025-02-26
9436,1134,2,7,2,2,New,168415,72,2025-05-14,2025-02-19
9437,1603,2,21,4,1,New,184470,55,2025-05-11,2025-02-15
9438,299,4,19,1,1,New,152391,72,2025-08-23,2025-04-08
9439,1020,4,27,2,2,Expansion,211411,48,2025-05-05,2025-03-24
9440,1517,4,2,1,1,Expansion,36629,89,2025-05-05,2025-02-26
9441,615,1,13,3,2,Expansion,179457,68,2026-01-08,2025-07-29
9442,322,3,18,5,1,Expansion,44755,35,2025-07-05,2025-02-11
9443,534,5,23,3,3,Renewal,142306,70,2025-07-12,2025-05-15
9444,294,1,25,2,1,Expansion,88395,69,2025-10-28,2025-07-11
9445,1060,5,1,4,1,Expansion,133461,48,2025-12-09,2025-09-08
9446,490,4,26,4,3,New,84616,72,2025-08-07,2025-02-27
9447,1857,3,9,5,3,Renewal,148820,55,2025-10-28,2025-07-15
9448,317,3,12,2,3,Renewal,121231,50,2025-10-26,2025-07-08
9449,12,3,19,2,1,Renewal,62841,76,2025-12-29,2025-10-25
9450,221,4,29,5,1,Expansion,237273,39,2025-05-29,2025-01-13
9451,1963,2,4,2,3,New,46749,77,2025-08-02,2025-06-25
9452,524,1,7,3,3,Renewal,19605,73,2025-06-03,2025-01-24
9453,178,3,3,3,1,New,235629,56,2026-02-14,2025-10-09
9454,232,4,30,1,1,New,142556,70,2025-11-03,2025-09-17
9455,1511,2,20,5,1,Expansion,34626,24,2025-08-12,2025-02-27
9456,366,4,20,5,3,New,89661,17,2025-12-13,2025-07-08
9457,1008,2,9,3,3,Expansion,169922,76,2025-11-13,2025-07-16
9458,1274,5,19,5,3,Expansion,202221,84,2025-05-16,2025-04-02
9459,730,5,26,2,2,New,209501,50,2025-07-23,2025-06-20
9460,1283,1,14,2,1,Expansion,136890,40,2025-08-13,2025-04-17
9461,1525,5,18,3,2,Expansion,174014,54,2025-04-11,2025-02-07
9462,1506,2,24,3,1,Renewal,139587,63,2026-04-08,2025-10-28
9463,1070,2,29,5,1,Expansion,186153,43,2025-04-02,2025-02-16
9464,560,2,1,4,1,Expansion,228179,92,2025-03-14,2025-01-21
9465,1283,3,14,2,1,Expansion,162241,22,2025-11-04,2025-09-25
9466,1586,4,12,4,2,Expansion,178728,45,2025-08-18,2025-05-28
9467,354,2,28,5,1,New,59309,14,2025-12-31,2025-09-13
9468,1827,2,5,5,3,Expansion,74063,21,2025-05-10,2025-01-21
